MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction	HetISq	HetChiSq	HetDf	HetPVal
ENSG00000243678|NME2	ad	control	319.00	-1.637	0.1017	--	22.9	1.297	1	0.2548
ENSG00000130520|LSM4	ad	control	319.00	-4.268	1.968e-05	--	67.1	3.040	1	0.08125
ENSG00000167210|LOXHD1	ad	control	319.00	-1.651	0.0987	-+	69.6	3.293	1	0.06956
ENSG00000236158|RFC3P1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000251439|KRTAP4-17P	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000221859|KRTAP10-10	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000156515|HK1	ad	control	319.00	-1.598	0.1101	+-	64.7	2.835	1	0.09221
ENSG00000186704|DTX2P1	ad	control	319.00	-0.051	0.9596	-+	85.5	6.890	1	0.00867
ENSG00000136167|LCP1	ad	control	319.00	1.631	0.1028	++	54.1	2.177	1	0.1401
ENSG00000139684|ESD	ad	control	319.00	1.107	0.2682	+-	84.1	6.270	1	0.01228
ENSG00000165288|BRWD3	ad	control	319.00	0.494	0.6211	+-	52.5	2.106	1	0.1468
ENSG00000256552|AC092745.2	ad	control	319.00	-2.609	0.009088	--	0.0	0.676	1	0.4111
ENSG00000124253|PCK1	ad	control	319.00	3.836	0.000125	++	0.0	0.121	1	0.7276
ENSG00000258154|AL512356.2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000228660|VN1R35P	ad	control	319.00	0.202	0.84	+0	0.0	0.041	1	0.8405
ENSG00000227453|HNRNPA1P63	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000231827|AL513523.2	ad	control	319.00	-0.232	0.8162	-+	77.9	4.516	1	0.03358
ENSG00000187144|SPATA21	ad	control	319.00	-0.159	0.8734	-+	2.6	1.027	1	0.3109
ENSG00000257021|HSPE1P20	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000182362|YBEY	ad	control	319.00	-2.872	0.00408	-+	89.1	9.163	1	0.00247
ENSG00000225171|DUTP6	ad	control	319.00	-0.448	0.6541	--	0.0	0.014	1	0.9055
ENSG00000130540|SULT4A1	ad	control	319.00	-2.717	0.006596	--	0.0	0.481	1	0.4879
ENSG00000257390|AC023055.1	ad	control	319.00	-0.046	0.963	+-	0.0	0.577	1	0.4473
ENSG00000285319|FTH1P2	ad	control	319.00	-0.188	0.8512	-0	0.0	0.035	1	0.8516
ENSG00000239939|RPSAP34	ad	control	319.00	-0.778	0.4365	-0	0.0	0.602	1	0.4379
ENSG00000254613|OR6M2P	ad	control	319.00	0.185	0.8536	-+	0.0	0.144	1	0.7044
ENSG00000203546|AL139353.1	ad	control	319.00	0.343	0.7316	-+	87.9	8.243	1	0.00409
ENSG00000261934|PCDHGA9	ad	control	319.00	2.635	0.008422	++	58.4	2.407	1	0.1208
ENSG00000164292|RHOBTB3	ad	control	319.00	3.176	0.001494	++	39.2	1.644	1	0.1998
ENSG00000113657|DPYSL3	ad	control	319.00	5.226	1.728e-07	++	76.2	4.196	1	0.04052
ENSG00000276756|AC245595.2	ad	control	319.00	-0.054	0.9571	-0	0.0	0.003	1	0.9572
ENSG00000236609|ZNF853	ad	control	319.00	1.587	0.1124	+-	70.5	3.388	1	0.06566
ENSG00000091164|TXNL1	ad	control	319.00	-1.098	0.2723	--	0.0	0.839	1	0.3595
ENSG00000234683|AL138799.3	ad	control	319.00	-0.149	0.8818	0-	0.0	0.022	1	0.8814
ENSG00000176256|HMGB4	ad	control	319.00	-0.625	0.5322	--	0.0	0.238	1	0.6258
ENSG00000116747|TROVE2	ad	control	319.00	2.652	0.00801	++	57.7	2.363	1	0.1243
ENSG00000282966|CYP2D6	ad	control	319.00	0.680	0.4964	++	0.0	0.289	1	0.5908
ENSG00000154096|THY1	ad	control	319.00	-2.123	0.03372	--	0.0	0.537	1	0.4638
ENSG00000278616|BEND3P3	ad	control	319.00	-0.605	0.5452	--	0.0	0.155	1	0.694
ENSG00000135436|FAM186B	ad	control	319.00	0.447	0.6552	-+	34.3	1.521	1	0.2175
ENSG00000271587|AC004805.3	ad	control	319.00	-0.023	0.9819	-0	0.0	0.001	1	0.982
ENSG00000153246|PLA2R1	ad	control	319.00	1.933	0.05328	+-	87.4	7.920	1	0.00489
ENSG00000215030|RPL13P12	ad	control	319.00	0.307	0.7589	+-	0.0	0.619	1	0.4312
ENSG00000173852|DPY19L1	ad	control	319.00	1.519	0.1288	+-	84.0	6.268	1	0.01229
ENSG00000172336|POP7	ad	control	319.00	-2.675	0.007471	--	0.0	0.098	1	0.7542
ENSG00000080007|DDX43	ad	control	319.00	1.370	0.1706	-+	51.8	2.076	1	0.1497
ENSG00000100228|RAB36	ad	control	319.00	-1.313	0.1892	--	0.0	0.082	1	0.7746
ENSG00000166341|DCHS1	ad	control	319.00	1.731	0.08347	++	0.0	0.538	1	0.4631
ENSG00000198492|YTHDF2	ad	control	319.00	-1.846	0.06495	--	38.7	1.632	1	0.2014
ENSG00000270861|AP002906.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000236232|MTCYBP24	ad	control	319.00	-1.062	0.2882	-0	10.8	1.121	1	0.2897
ENSG00000159685|CHCHD6	ad	control	319.00	-3.845	0.0001204	--	0.0	0.216	1	0.6418
ENSG00000169752|NRG4	ad	control	319.00	-2.199	0.02787	--	0.0	0.169	1	0.6808
ENSG00000227982|RPL7P30	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000189221|MAOA	ad	control	319.00	2.683	0.0073	++	82.8	5.811	1	0.01593
ENSG00000224632|Z73361.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000185880|TRIM69	ad	control	319.00	0.366	0.7146	++	0.0	0.090	1	0.764
ENSG00000230399|RBBP8P1	ad	control	319.00	1.325	0.1851	++	0.0	0.571	1	0.4498
ENSG00000113916|BCL6	ad	control	319.00	3.720	0.0001993	++	0.0	0.134	1	0.7138
ENSG00000234685|NUS1P2	ad	control	319.00	-1.175	0.2401	+-	39.3	1.647	1	0.1994
ENSG00000185013|NT5C1B	ad	control	319.00	0.442	0.6588	++	0.0	0.186	1	0.6667
ENSG00000271609|AC005632.3	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000183833|MAATS1	ad	control	319.00	-1.113	0.2656	--	0.0	0.037	1	0.8475
ENSG00000277753|MUC20	ad	control	319.00	0.719	0.4723	-+	64.9	2.852	1	0.09128
ENSG00000160961|ZNF333	ad	control	319.00	-2.250	0.02445	-+	91.2	11.408	1	0.0007311
ENSG00000251111|FCF1P8	ad	control	319.00	0.158	0.8743	-+	0.0	0.036	1	0.8503
ENSG00000278485|AL590491.3	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000186458|DEFB132	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000248099|INSL3	ad	control	319.00	-0.867	0.3858	-+	60.3	2.519	1	0.1125
ENSG00000274349|ZNF658	ad	control	319.00	-2.088	0.03682	--	0.0	0.004	1	0.9507
ENSG00000237784|AC097713.2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000260914|AC026464.4	ad	control	319.00	-0.914	0.3609	+-	9.9	1.110	1	0.292
ENSG00000237294|EIF4BP9	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000254279|IGHVII-1-1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000250645|AC010442.2	ad	control	319.00	-0.031	0.9752	-0	0.0	0.001	1	0.9753
ENSG00000142619|PADI3	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000226405|AL133325.1	ad	control	319.00	-0.725	0.4682	--	0.0	0.008	1	0.9307
ENSG00000079805|DNM2	ad	control	319.00	0.908	0.3636	-+	63.8	2.765	1	0.09634
ENSG00000257949|TEN1	ad	control	319.00	-1.856	0.06343	--	0.0	0.667	1	0.4139
ENSG00000244652|AC079382.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000275318|AL136981.2	ad	control	319.00	-2.207	0.02732	--	78.1	4.559	1	0.03274
ENSG00000239836|PSMB9	ad	control	319.00	2.279	0.02265	++	59.1	2.443	1	0.118
ENSG00000277514|OR52Q1P	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000227140|USP17L5	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000197959|DNM3	ad	control	319.00	-3.684	0.0002298	--	0.0	0.331	1	0.5652
ENSG00000118976|OTUD4P1	ad	control	319.00	-0.113	0.9102	+-	0.0	0.163	1	0.6863
ENSG00000128789|PSMG2	ad	control	319.00	-1.268	0.2048	--	0.0	0.283	1	0.5948
ENSG00000281813|KAT6B	ad	control	319.00	-0.135	0.8925	+-	55.0	2.223	1	0.1359
ENSG00000138684|IL21	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000101082|SLA2	ad	control	319.00	0.990	0.3224	++	0.0	0.448	1	0.5033
ENSG00000188706|ZDHHC9	ad	control	319.00	0.912	0.3618	-+	58.2	2.395	1	0.1217
ENSG00000237586|AC090192.1	ad	control	319.00	0.579	0.5624	++	0.0	0.088	1	0.7665
ENSG00000285318|DEFA4	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000237459|MPIG6B	ad	control	319.00	-0.136	0.8922	-+	0.0	0.675	1	0.4113
ENSG00000114745|GORASP1	ad	control	319.00	2.748	0.005996	++	0.0	0.576	1	0.4477
ENSG00000211878|TRAJ11	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000184060|ADAP2	ad	control	319.00	0.467	0.6406	-+	85.6	6.926	1	0.008493
ENSG00000185864|NPIPB4	ad	control	319.00	-0.748	0.4544	-+	74.2	3.876	1	0.04899
ENSG00000103047|TANGO6	ad	control	319.00	0.860	0.3897	++	0.0	0.602	1	0.4378
ENSG00000268705|BNIP3P26	ad	control	319.00	-0.949	0.3425	--	0.0	0.000	1	0.9971
ENSG00000185215|TNFAIP2	ad	control	319.00	-1.340	0.1804	-+	84.9	6.626	1	0.01005
ENSG00000167191|GPRC5B	ad	control	319.00	3.294	0.0009872	++	0.0	0.398	1	0.5281
ENSG00000081307|UBA5	ad	control	319.00	-2.458	0.01399	--	13.1	1.150	1	0.2835
ENSG00000089737|DDX24	ad	control	319.00	-2.518	0.0118	--	0.0	0.333	1	0.5638
ENSG00000166106|ADAMTS15	ad	control	319.00	0.924	0.3553	++	0.0	0.001	1	0.9734
ENSG00000162620|LRRIQ3	ad	control	319.00	-0.212	0.8318	-+	24.5	1.325	1	0.2497
ENSG00000233810|MOB1AP2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000157657|ZNF618	ad	control	319.00	3.517	0.0004371	++	0.0	0.054	1	0.8157
ENSG00000273252|OR7E39P	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000285063|FRG2	ad	control	319.00	-0.646	0.5181	-0	0.0	0.415	1	0.5194
ENSG00000239510|RPL9P5	ad	control	319.00	0.881	0.3785	++	0.0	0.000	1	0.9857
ENSG00000114573|ATP6V1A	ad	control	319.00	-1.915	0.05554	--	48.3	1.932	1	0.1645
ENSG00000257415|AC084364.1	ad	control	319.00	-0.198	0.8427	-+	0.0	0.171	1	0.6792
ENSG00000256407|AL357673.1	ad	control	319.00	-1.629	0.1034	--	47.1	1.890	1	0.1692
ENSG00000178636|AC092656.1	ad	control	319.00	-0.901	0.3675	-+	77.9	4.528	1	0.03335
ENSG00000135390|ATP5MC2	ad	control	319.00	-2.624	0.008689	-+	90.7	10.789	1	0.001021
ENSG00000174151|CYB561D1	ad	control	319.00	-0.188	0.8506	-+	0.0	0.050	1	0.8234
ENSG00000176177|ENTHD1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000146433|TMEM181	ad	control	319.00	-1.866	0.06209	--	0.0	0.582	1	0.4455
ENSG00000227780|ZBTB22	ad	control	319.00	-0.137	0.8909	+-	0.0	0.268	1	0.6045
ENSG00000163848|ZNF148	ad	control	319.00	1.350	0.1769	+-	88.9	9.011	1	0.002684
ENSG00000277359|AC012314.31	ad	control	319.00	-0.545	0.5859	-+	91.8	12.190	1	0.0004806
ENSG00000274549|AL356274.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000259229|AC026826.2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000168795|ZBTB5	ad	control	319.00	4.332	1.48e-05	++	0.0	0.011	1	0.917
ENSG00000172232|AZU1	ad	control	319.00	-2.851	0.004353	--	86.9	7.640	1	0.00571
ENSG00000281909|HERC2P7	ad	control	319.00	-0.907	0.3645	-+	85.5	6.876	1	0.008738
ENSG00000088053|GP6	ad	control	319.00	-0.589	0.5561	-+	52.8	2.120	1	0.1454
ENSG00000278299|TBC1D3C	ad	control	319.00	0.081	0.9358	-+	0.0	0.998	1	0.3179
ENSG00000147274|RBMX	ad	control	319.00	-2.551	0.01076	--	69.5	3.282	1	0.07003
ENSG00000170209|ANKK1	ad	control	319.00	-2.188	0.02868	-+	85.6	6.957	1	0.008348
ENSG00000226898|UBD	ad	control	160.00	1.295	0.1954	+?	0.0	0.000	0	1
ENSG00000118600|RXYLT1	ad	control	319.00	0.554	0.5794	+-	71.4	3.492	1	0.06168
ENSG00000105726|ATP13A1	ad	control	319.00	-0.886	0.3755	-+	77.0	4.352	1	0.03697
ENSG00000213578|CPLX3	ad	control	319.00	-2.441	0.01463	--	74.0	3.843	1	0.04996
ENSG00000261628|AC087481.2	ad	control	319.00	0.052	0.9586	-+	44.8	1.810	1	0.1785
ENSG00000229834|AL354676.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000258963|EDDM3DP	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000226986|AC092017.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000161594|KLHL10	ad	control	319.00	-0.709	0.478	--	0.0	0.100	1	0.7522
ENSG00000284651|AP000553.6	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000149054|ZNF215	ad	control	319.00	-4.902	9.463e-07	--	84.7	6.557	1	0.01045
ENSG00000214274|ANG	ad	control	319.00	3.180	0.001471	++	0.0	0.992	1	0.3194
ENSG00000275079|LPCAT1	ad	control	319.00	1.434	0.1516	++	4.2	1.044	1	0.3069
ENSG00000200741|RNA5SP161	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000122912|SLC25A16	ad	control	319.00	-3.720	0.0001993	--	83.5	6.075	1	0.01371
ENSG00000184313|MROH7	ad	control	319.00	-0.426	0.6698	-+	77.4	4.415	1	0.03562
ENSG00000197345|MRPL21	ad	control	319.00	-3.493	0.0004773	--	0.0	0.652	1	0.4194
ENSG00000232341|RPL4P2	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000255239|TREHP1	ad	control	319.00	-0.297	0.7666	-0	0.0	0.088	1	0.7673
ENSG00000284630|AP000553.5	ad	control	319.00	0.616	0.5377	+0	0.0	0.377	1	0.539
ENSG00000251285|AC097484.2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000182330|PRAMEF8	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000164576|SAP30L	ad	control	319.00	3.238	0.001206	++	87.8	8.164	1	0.004273
ENSG00000141076|UTP4	ad	control	319.00	1.602	0.1092	+-	82.8	5.808	1	0.01596
ENSG00000116750|UCHL5	ad	control	319.00	-2.261	0.02375	--	46.9	1.883	1	0.17
ENSG00000285438|SOX7	ad	control	319.00	0.298	0.7655	++	0.0	0.000	1	0.9871
ENSG00000135632|SMYD5	ad	control	319.00	-1.840	0.06579	--	0.0	0.082	1	0.7741
ENSG00000177398|UMODL1	ad	control	319.00	-0.694	0.4874	--	0.0	0.116	1	0.7335
ENSG00000180354|MTURN	ad	control	319.00	-2.612	0.00901	-+	94.9	19.479	1	1.017e-05
ENSG00000122971|ACADS	ad	control	319.00	0.335	0.7379	-+	0.0	0.292	1	0.5888
ENSG00000242729|AC021006.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000232204|TET1P1	ad	control	319.00	-0.022	0.9821	0-	0.0	0.001	1	0.982
ENSG00000254816|AC090857.1	ad	control	319.00	-1.078	0.2812	0-	14.4	1.169	1	0.2797
ENSG00000250536|ABHD17AP3	ad	control	319.00	0.730	0.4655	+0	0.0	0.529	1	0.4669
ENSG00000278019|AC245690.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000121594|CD80	ad	control	319.00	-0.631	0.528	-+	0.0	0.884	1	0.3471
ENSG00000021852|C8B	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000101544|ADNP2	ad	control	319.00	-1.421	0.1554	--	0.0	0.007	1	0.9335
ENSG00000259864|AC018846.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000112159|MDN1	ad	control	319.00	-3.663	0.0002496	--	74.9	3.978	1	0.0461
ENSG00000258692|SALL4P7	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000231667|OR7E111P	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000283338|AC090582.1	ad	control	319.00	-0.189	0.8501	-0	0.0	0.035	1	0.8506
ENSG00000233670|PIRT	ad	control	319.00	5.103	3.351e-07	++	0.0	0.050	1	0.8233
ENSG00000228002|DHX9P1	ad	control	319.00	1.352	0.1763	+0	45.0	1.817	1	0.1777
ENSG00000266379|AC090616.5	ad	control	319.00	-0.160	0.8725	-0	0.0	0.026	1	0.8729
ENSG00000177981|ASB8	ad	control	319.00	-1.268	0.2048	+-	65.0	2.857	1	0.09099
ENSG00000059804|SLC2A3	ad	control	319.00	0.276	0.7824	-+	0.0	0.594	1	0.4407
ENSG00000189298|ZKSCAN3	ad	control	319.00	-1.529	0.1263	-+	83.3	5.975	1	0.01451
ENSG00000223603|CRPP1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000270849|CHCHD2P3	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000070785|EIF2B3	ad	control	319.00	-3.343	0.0008285	--	7.4	1.080	1	0.2987
ENSG00000140395|WDR61	ad	control	319.00	-3.844	0.000121	--	66.0	2.941	1	0.08637
ENSG00000163191|S100A11	ad	control	319.00	2.074	0.03808	++	0.0	0.069	1	0.7921
ENSG00000260144|AC100827.2	ad	control	319.00	-0.363	0.7169	-+	0.0	0.131	1	0.7173
ENSG00000276276|ARL17B	ad	control	319.00	1.662	0.09643	++	60.7	2.548	1	0.1105
ENSG00000258880|BX248244.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000107984|DKK1	ad	control	319.00	-0.937	0.349	+-	42.1	1.728	1	0.1887
ENSG00000243496|HLA-DOB	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000281434|NDUFA10	ad	control	319.00	-5.774	7.751e-09	--	89.4	9.433	1	0.002131
ENSG00000186847|KRT14	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000102699|PARP4	ad	control	319.00	3.231	0.001235	++	0.0	0.455	1	0.4999
ENSG00000261739|GOLGA8S	ad	control	319.00	-1.362	0.1732	--	23.3	1.304	1	0.2535
ENSG00000188039|NWD1	ad	control	319.00	5.115	3.136e-07	++	16.8	1.202	1	0.2729
ENSG00000211658|IGLV3-27	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000012174|MBTPS2	ad	control	319.00	-2.733	0.006281	--	0.0	0.660	1	0.4166
ENSG00000184115|AC112229.1	ad	control	319.00	0.902	0.3673	++	0.0	0.253	1	0.6149
ENSG00000233820|AL589843.2	ad	control	319.00	-1.022	0.3068	--	0.0	0.988	1	0.3201
ENSG00000228702|AL645998.1	ad	control	319.00	-1.646	0.09979	-0	62.9	2.692	1	0.1009
ENSG00000234559|RPL22P7	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000218870|SLC25A6P6	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000237415|NRBF2P3	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000133627|ACTR3B	ad	control	319.00	-2.330	0.0198	--	0.0	0.364	1	0.5461
ENSG00000227621|PHBP11	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000159337|PLA2G4D	ad	control	319.00	1.216	0.224	++	0.0	0.689	1	0.4066
ENSG00000089234|BRAP	ad	control	319.00	1.504	0.1325	+-	87.6	8.069	1	0.004504
ENSG00000183508|TENT5C	ad	control	319.00	1.315	0.1884	++	31.8	1.466	1	0.226
ENSG00000236607|EEF1DP8	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000282695|HMGB1P24	ad	control	319.00	-0.354	0.7232	-+	0.0	0.416	1	0.5187
ENSG00000256777|PDCL3P7	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000069424|KCNAB2	ad	control	319.00	-1.631	0.103	--	7.0	1.076	1	0.2997
ENSG00000196372|ASB13	ad	control	319.00	-3.096	0.001959	--	0.0	0.971	1	0.3245
ENSG00000236258|TIMM8BP1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000187733|AMY1C	ad	control	319.00	-1.159	0.2463	-0	25.1	1.336	1	0.2478
ENSG00000136052|SLC41A2	ad	control	319.00	1.379	0.168	+-	93.0	14.185	1	0.0001657
ENSG00000123838|C4BPA	ad	control	319.00	-2.134	0.03281	-+	91.3	11.518	1	0.0006892
ENSG00000176358|TAC4	ad	control	319.00	0.107	0.9144	-+	70.9	3.433	1	0.06389
ENSG00000142528|ZNF473	ad	control	319.00	1.116	0.2644	-+	31.2	1.455	1	0.2278
ENSG00000253333|AC146944.3	ad	control	319.00	-0.049	0.9612	-+	0.0	0.900	1	0.3429
ENSG00000236290|EEF1GP7	ad	control	319.00	-0.827	0.4081	-0	0.0	0.680	1	0.4096
ENSG00000230009|MTCO2P3	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000227573|AC004986.1	ad	control	319.00	0.108	0.9138	+-	0.0	0.621	1	0.4307
ENSG00000158411|MITD1	ad	control	319.00	0.867	0.3858	-+	51.1	2.047	1	0.1525
ENSG00000110063|DCPS	ad	control	319.00	-0.612	0.5406	--	0.0	0.003	1	0.9582
ENSG00000270739|AC090953.1	ad	control	319.00	-0.742	0.4579	--	0.0	0.325	1	0.5685
ENSG00000164051|CCDC51	ad	control	319.00	0.023	0.9818	+-	0.0	0.257	1	0.6121
ENSG00000252315|RNA5SP520	ad	control	160.00	0.000	1	0?	0.0	0.000	0	1
ENSG00000259651|MTCO3P23	ad	control	319.00	-0.644	0.5196	-0	0.0	0.412	1	0.5209
ENSG00000237214|AL080243.2	ad	control	319.00	-0.523	0.6008	-0	0.0	0.272	1	0.602
ENSG00000249347|AC073648.2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000225685|TSPY5P	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000213363|RPS3P6	ad	control	319.00	1.126	0.26	++	0.0	0.134	1	0.7145
ENSG00000230707|AL589987.1	ad	control	319.00	-1.464	0.1431	--	19.8	1.247	1	0.2641
ENSG00000276657|PYCR3	ad	control	319.00	-3.953	7.725e-05	--	49.6	1.986	1	0.1588
ENSG00000133055|MYBPH	ad	control	319.00	1.665	0.09583	++	5.6	1.059	1	0.3033
ENSG00000261315|LARP4P	ad	control	319.00	1.114	0.2653	++	0.0	0.566	1	0.452
ENSG00000125385|AL161781.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000100354|TNRC6B	ad	control	319.00	1.608	0.1078	++	0.0	0.365	1	0.546
ENSG00000100030|MAPK1	ad	control	319.00	-0.798	0.4249	+-	61.5	2.600	1	0.1069
ENSG00000108590|MED31	ad	control	319.00	-0.747	0.4548	+-	0.0	0.663	1	0.4154
ENSG00000149635|OCSTAMP	ad	control	319.00	-0.965	0.3347	-0	0.0	0.925	1	0.3363
ENSG00000130203|APOE	ad	control	319.00	-0.637	0.5241	--	0.0	0.004	1	0.9518
ENSG00000258836|AL121579.2	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000249283|ACTR3BP4	ad	control	319.00	-0.617	0.5371	--	0.0	0.342	1	0.5587
ENSG00000135917|SLC19A3	ad	control	319.00	2.355	0.01853	++	0.0	0.227	1	0.634
ENSG00000177954|RPS27	ad	control	319.00	-1.813	0.06984	-+	84.2	6.339	1	0.01181
ENSG00000120696|KBTBD7	ad	control	319.00	-0.755	0.4503	+-	62.6	2.676	1	0.1019
ENSG00000170310|STX8	ad	control	319.00	-1.310	0.1901	--	0.0	0.528	1	0.4675
ENSG00000254725|AC009643.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000166337|TAF10	ad	control	319.00	-1.761	0.07817	-+	67.9	3.115	1	0.07757
ENSG00000259683|AC243562.2	ad	control	319.00	-0.620	0.5355	-+	0.0	0.845	1	0.3579
ENSG00000275488|AC023509.5	ad	control	319.00	-0.923	0.3561	-+	90.1	10.099	1	0.001483
ENSG00000230299|AC093162.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000117500|TMED5	ad	control	319.00	3.659	0.0002532	++	76.1	4.192	1	0.04061
ENSG00000184254|ALDH1A3	ad	control	319.00	-3.701	0.0002144	--	0.0	0.180	1	0.671
ENSG00000285215|AC241377.4	ad	control	319.00	-0.536	0.5918	--	0.0	0.244	1	0.6211
ENSG00000281054|AL356432.6	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000236919|AC109635.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000214062|RPL7P17	ad	control	319.00	-1.816	0.06936	--	0.0	0.108	1	0.742
ENSG00000225031|EIF4BP7	ad	control	319.00	0.396	0.6918	+-	0.0	0.225	1	0.6351
ENSG00000137513|NARS2	ad	control	319.00	0.692	0.4889	+-	61.4	2.593	1	0.1073
ENSG00000158850|B4GALT3	ad	control	319.00	1.234	0.2173	-+	65.3	2.878	1	0.08978
ENSG00000211956|IGHV4-34	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000274334|VASN	ad	control	319.00	1.958	0.05022	++	35.8	1.558	1	0.212
ENSG00000196367|TRRAP	ad	control	319.00	2.794	0.005211	++	0.0	0.047	1	0.8284
ENSG00000214856|KRT16P1	ad	control	319.00	-2.594	0.009489	-0	85.0	6.686	1	0.009716
ENSG00000253120|IGLV2-34	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000230807|AC099535.1	ad	control	319.00	-0.570	0.5686	-0	0.0	0.323	1	0.5698
ENSG00000219061|TRIM51FP	ad	control	319.00	1.352	0.1763	++	0.0	0.027	1	0.8707
ENSG00000249123|MICE	ad	control	319.00	0.396	0.692	-+	0.0	0.562	1	0.4533
ENSG00000258013|RPL3P13	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000108961|RANGRF	ad	control	319.00	-1.281	0.2004	--	18.9	1.232	1	0.267
ENSG00000214185|XPOTP1	ad	control	319.00	-0.323	0.7469	-0	0.0	0.104	1	0.7477
ENSG00000162337|LRP5	ad	control	319.00	2.330	0.0198	++	15.1	1.178	1	0.2778
ENSG00000225959|MTND4P3	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000091181|IL5RA	ad	control	319.00	-1.126	0.2602	-+	73.9	3.838	1	0.05009
ENSG00000171101|SIGLEC17P	ad	control	319.00	-0.017	0.9861	-0	0.0	0.000	1	0.9861
