Gene,logFC,logCPM,PValue,FDR,UP/DOWN,DE Score
TTLL1,-0.85,3.7,3.2E-11,8.2E-10,0,0.26
TTLL10,0.59,-0.8,2.9E-01,3.9E-01,1,0.01
TTLL11,0.27,4.2,7.9E-02,1.4E-01,1,0.01
TTLL12,0.05,5.6,6.3E-01,7.2E-01,1,0.00
TTLL3,0.07,3.9,6.2E-01,7.1E-01,1,0.00
TTLL4,-0.03,4.5,8.1E-01,8.6E-01,0,0.00
TTLL5,0.14,4.7,2.5E-01,3.4E-01,1,0.00
TTLL6,-1.02,-0.2,1.5E-03,4.6E-03,0,0.08
TTLL7,0.32,7.3,2.5E-02,5.1E-02,1,0.01
TTLL9,0.69,2.5,5.9E-05,2.7E-04,1,0.08
TTN,0.80,3.1,1.3E-04,5.3E-04,1,0.09
TTPA,-0.43,1.7,1.4E-02,3.2E-02,0,0.02
TTPAL,-0.58,4.3,3.5E-09,5.1E-08,0,0.14
TTR,0.57,5.6,1.7E-01,2.6E-01,1,0.01
TTYH1,-0.47,8.9,2.7E-04,1.0E-03,0,0.05
TTYH2,-0.02,8.3,8.8E-01,9.2E-01,0,0.00
TTYH3,-0.45,6.8,5.2E-05,2.4E-04,0,0.05
TUB,-0.49,6.8,6.9E-06,4.2E-05,0,0.07
TUBA1A,-0.36,9.9,6.1E-04,2.1E-03,0,0.03
TUBA1B,-0.59,8.4,2.8E-04,1.1E-03,0,0.06
TUBA1C,0.15,5.7,4.9E-01,5.9E-01,1,0.00
TUBA3D,-0.67,1.0,2.8E-02,5.7E-02,0,0.03
TUBA4A,-1.49,6.9,1.4E-13,7.6E-12,0,0.50
TUBA8,-0.59,1.2,1.6E-02,3.5E-02,0,0.03
TUBAL3,1.51,0.3,1.2E-03,3.7E-03,1,0.12
TUBB,-0.53,8.1,1.8E-06,1.3E-05,0,0.09
TUBB1,2.06,0.2,2.2E-04,8.5E-04,1,0.21
TUBB2A,-1.95,7.3,5.5E-21,8.9E-18,0,0.65
TUBB2B,-1.09,7.5,7.2E-12,2.3E-10,0,0.35
TUBB3,-1.65,7.0,6.4E-12,2.0E-10,0,0.53
TUBB4A,-0.59,9.5,2.6E-05,1.3E-04,0,0.08
TUBB4B,-0.63,7.9,1.3E-08,1.6E-07,0,0.14
TUBB6,0.69,5.3,3.5E-04,1.3E-03,1,0.07
TUBD1,0.80,3.3,2.8E-08,3.1E-07,1,0.17
TUBE1,0.49,3.5,3.4E-04,1.2E-03,1,0.05
TUBG1,-0.36,5.0,8.9E-04,2.9E-03,0,0.03
TUBG2,-0.49,6.5,3.1E-05,1.6E-04,0,0.06
TUBGCP2,-0.16,6.1,2.6E-02,5.4E-02,0,0.01
TUBGCP3,0.05,4.6,6.2E-01,7.0E-01,1,0.00
TUBGCP4,-0.43,5.3,3.8E-04,1.4E-03,0,0.04
TUBGCP5,-0.75,4.0,4.8E-06,3.0E-05,0,0.11
TUBGCP6,0.08,6.1,4.3E-01,5.3E-01,1,0.00
TUFM,-0.20,7.3,3.2E-02,6.4E-02,0,0.01
TUFT1,-0.45,2.8,4.7E-03,1.2E-02,0,0.03
TULP1,0.52,0.0,2.2E-01,3.1E-01,1,0.01
TULP2,-0.40,-0.5,1.6E-01,2.5E-01,0,0.01
TULP3,0.45,5.0,6.3E-06,3.8E-05,1,0.07
TULP4,0.30,6.8,1.4E-02,3.0E-02,1,0.02
TUSC1,-0.23,3.8,4.1E-02,7.8E-02,0,0.01
TUSC2,-0.34,6.0,7.1E-05,3.2E-04,0,0.04
TUSC3,-1.06,5.2,1.6E-15,2.0E-13,0,0.35
TUSC5,2.71,1.8,3.6E-04,1.3E-03,1,0.26
TUT1,-0.17,3.7,1.5E-01,2.3E-01,0,0.00
TVP23A,-0.63,3.2,7.1E-09,9.3E-08,0,0.15
TVP23B,0.25,3.6,2.0E-02,4.3E-02,1,0.01
TVP23C,0.06,0.9,8.4E-01,8.9E-01,1,0.00
TWF1,0.27,5.3,2.4E-03,7.0E-03,1,0.02
TWF2,-0.54,4.8,6.4E-05,2.9E-04,0,0.06
TWIST1,0.59,1.0,3.8E-02,7.3E-02,1,0.02
TWISTNB,0.00,4.0,9.9E-01,1.0E+00,1,0.00
TWSG1,0.74,5.4,6.4E-05,2.9E-04,1,0.09
TXLNA,0.33,6.3,5.5E-06,3.4E-05,1,0.05
TXLNB,0.42,2.1,1.0E-01,1.7E-01,1,0.01
TXN,-0.44,6.4,5.0E-05,2.4E-04,0,0.05
TXN2,-0.33,6.6,1.3E-04,5.6E-04,0,0.04
TXNDC11,0.03,4.9,7.4E-01,8.1E-01,1,0.00
TXNDC12,-0.11,5.7,1.3E-01,2.0E-01,0,0.00
TXNDC15,-0.22,5.9,2.2E-03,6.3E-03,0,0.02
TXNDC16,-0.24,4.2,4.6E-02,8.6E-02,0,0.01
TXNDC17,-0.26,4.2,1.4E-02,3.2E-02,0,0.01
TXNDC5,0.62,1.4,4.5E-03,1.2E-02,1,0.04
TXNDC9,-0.44,3.7,1.1E-04,4.8E-04,0,0.05
TXNIP,0.71,8.9,2.1E-06,1.5E-05,1,0.11
TXNL1,-0.25,6.4,3.5E-03,9.4E-03,0,0.02
TXNL4A,-0.21,5.9,1.3E-02,3.0E-02,0,0.01
TXNL4B,-0.26,4.0,3.5E-02,6.8E-02,0,0.01
TXNRD1,0.39,6.5,5.9E-03,1.5E-02,1,0.02
TXNRD2,-0.34,4.5,1.1E-03,3.6E-03,0,0.03
TXNRD3,0.01,2.0,9.8E-01,9.9E-01,1,0.00
TYK2,0.34,6.3,5.2E-05,2.4E-04,1,0.04
TYMP,0.05,3.7,8.8E-01,9.2E-01,1,0.00
TYMS,-0.54,3.0,1.9E-02,4.0E-02,0,0.03
TYRO3,-0.10,7.9,3.4E-01,4.4E-01,0,0.00
TYROBP,0.28,5.6,9.8E-02,1.6E-01,1,0.01
TYRP1,-0.07,-0.1,8.9E-01,9.2E-01,0,0.00
TYSND1,0.04,3.9,7.5E-01,8.2E-01,1,0.00
TYW1,-0.13,3.8,2.5E-01,3.5E-01,0,0.00
TYW3,0.49,4.8,1.6E-03,4.9E-03,1,0.04
TYW5,0.00,3.0,9.7E-01,9.8E-01,1,0.00
U2AF1,0.08,6.0,3.4E-01,4.4E-01,1,0.00
U2AF1L4,-0.30,2.9,2.5E-02,5.1E-02,0,0.01
U2AF2,0.14,7.2,7.9E-02,1.4E-01,1,0.00
U2SURP,-0.06,5.6,4.9E-01,5.9E-01,0,0.00
UACA,0.76,5.1,1.5E-07,1.4E-06,1,0.15
UAP1,-0.18,4.6,1.6E-01,2.4E-01,0,0.00
UAP1L1,0.50,5.1,5.9E-05,2.7E-04,1,0.06
UBA2,0.30,6.7,8.4E-04,2.8E-03,1,0.03
UBA3,-0.02,5.5,7.9E-01,8.4E-01,0,0.00
UBA5,-0.16,4.7,1.0E-01,1.7E-01,0,0.00
UBA52,0.00,8.5,9.7E-01,9.8E-01,0,0.00
UBA6,0.15,5.0,1.2E-01,1.9E-01,1,0.00
UBA7,0.31,4.6,3.2E-02,6.3E-02,1,0.01
UBAC1,0.09,6.3,3.5E-01,4.5E-01,1,0.00
UBAC2,-0.14,5.7,1.1E-01,1.7E-01,0,0.00
UBALD1,-0.21,5.1,3.6E-02,7.0E-02,0,0.01
UBALD2,0.67,5.7,4.8E-09,6.7E-08,1,0.16
UBAP1,0.26,7.0,3.9E-04,1.4E-03,1,0.02
UBAP1L,0.18,4.0,1.9E-01,2.8E-01,1,0.00
UBAP2,-0.19,4.5,4.6E-02,8.5E-02,0,0.01
UBAP2L,-0.32,6.8,1.4E-05,7.7E-05,0,0.04
UBASH3B,-1.10,2.5,4.8E-09,6.6E-08,0,0.26
UBB,-0.08,9.1,6.1E-01,7.0E-01,0,0.00
UBBP4,-0.03,2.7,9.1E-01,9.3E-01,0,0.00
UBC,0.34,9.6,7.2E-02,1.2E-01,1,0.01
UBE2B,0.07,5.9,5.8E-01,6.7E-01,1,0.00
UBE2D1,0.03,3.5,8.4E-01,8.8E-01,1,0.00
UBE2D2,-0.09,6.6,2.0E-01,2.9E-01,0,0.00
UBE2D3,0.42,7.6,2.2E-05,1.2E-04,1,0.06
UBE2D4,-0.31,5.1,8.4E-05,3.7E-04,0,0.04
UBE2E1,-0.05,6.0,5.4E-01,6.4E-01,0,0.00
UBE2E2,-0.76,5.3,3.4E-12,1.2E-10,0,0.25
UBE2E3,-0.43,5.8,1.6E-08,1.9E-07,0,0.10
UBE2F,0.00,4.8,9.9E-01,9.9E-01,0,0.00
UBE2G1,0.18,5.7,3.7E-02,7.2E-02,1,0.01
UBE2G2,0.17,6.1,4.1E-02,7.8E-02,1,0.01
UBE2H,0.05,7.5,5.7E-01,6.6E-01,1,0.00
UBE2I,-0.10,6.4,1.5E-01,2.3E-01,0,0.00
UBE2J1,0.29,5.9,1.9E-04,7.5E-04,1,0.03
UBE2J2,0.17,5.5,1.3E-01,2.0E-01,1,0.00
UBE2K,-0.49,6.1,3.9E-07,3.2E-06,0,0.09
UBE2L3,0.00,7.2,9.5E-01,9.7E-01,1,0.00
UBE2L6,0.06,6.0,3.8E-01,4.8E-01,1,0.00
UBE2M,-0.20,6.6,8.3E-02,1.4E-01,0,0.01
UBE2N,-0.47,6.3,1.6E-07,1.5E-06,0,0.09
UBE2O,-0.61,6.1,4.4E-10,8.0E-09,0,0.17
UBE2Q1,-0.10,6.7,2.3E-01,3.2E-01,0,0.00
UBE2Q2,0.30,5.3,1.7E-03,5.2E-03,1,0.02
UBE2QL1,-1.14,6.3,2.1E-06,1.5E-05,0,0.18
UBE2R2,0.15,6.7,2.8E-02,5.6E-02,1,0.01
UBE2S,-0.56,4.0,9.7E-06,5.6E-05,0,0.08
UBE2T,-1.37,2.4,9.0E-13,3.8E-11,0,0.46
UBE2V1,0.24,1.3,1.6E-01,2.4E-01,1,0.00
UBE2V2,-0.57,5.7,1.2E-08,1.4E-07,0,0.13
UBE2W,-0.25,4.7,1.7E-02,3.7E-02,0,0.01
UBE2Z,-0.02,6.8,8.6E-01,9.0E-01,0,0.00
UBE3A,-0.11,6.0,3.0E-01,4.0E-01,0,0.00
UBE3B,-0.03,6.0,6.4E-01,7.2E-01,0,0.00
UBE3C,-0.11,6.2,1.4E-01,2.1E-01,0,0.00
UBE3D,0.05,2.2,7.9E-01,8.4E-01,1,0.00
UBE4A,0.05,5.4,6.7E-01,7.5E-01,1,0.00
UBE4B,-0.03,6.3,6.9E-01,7.6E-01,0,0.00
UBFD1,-0.28,5.9,1.5E-03,4.5E-03,0,0.02
UBIAD1,-0.01,4.6,8.7E-01,9.1E-01,0,0.00
UBL3,0.09,7.2,3.1E-01,4.1E-01,1,0.00
UBL4B,0.54,0.4,1.5E-01,2.3E-01,1,0.01
UBL5,-0.39,7.1,3.5E-04,1.3E-03,0,0.04
UBL7,-0.50,5.9,4.3E-11,1.0E-09,0,0.15
UBLCP1,-0.67,4.7,1.3E-08,1.6E-07,0,0.15
UBN1,0.12,5.8,1.3E-01,2.0E-01,1,0.00
UBN2,0.44,4.6,1.0E-05,5.8E-05,1,0.06
UBOX5,-0.28,4.0,1.8E-02,4.0E-02,0,0.01
UBP1,0.09,5.9,4.6E-01,5.6E-01,1,0.00
UBQLN1,-0.21,7.3,3.4E-02,6.7E-02,0,0.01
UBQLN4,0.08,6.5,3.7E-01,4.7E-01,1,0.00
UBR1,-0.06,4.9,5.5E-01,6.5E-01,0,0.00
UBR2,0.15,5.6,1.1E-01,1.8E-01,1,0.00
UBR3,-0.16,6.2,1.9E-01,2.7E-01,0,0.00
UBR4,0.27,7.4,1.8E-02,3.8E-02,1,0.01
UBR5,0.37,6.6,1.6E-04,6.5E-04,1,0.04
UBR7,-0.16,5.8,2.5E-02,5.2E-02,0,0.01
UBTD1,0.18,4.7,1.6E-01,2.4E-01,1,0.00
UBTD2,0.42,4.4,1.8E-04,7.1E-04,1,0.04
UBTF,0.03,7.2,6.9E-01,7.7E-01,1,0.00
UBXN1,0.13,6.8,2.5E-01,3.5E-01,1,0.00
UBXN10,0.11,3.9,5.9E-01,6.8E-01,1,0.00
UBXN11,-0.15,5.1,3.1E-01,4.1E-01,0,0.00
UBXN2A,0.40,4.5,2.7E-05,1.4E-04,1,0.05
UBXN2B,0.07,5.4,5.3E-01,6.2E-01,1,0.00
UBXN4,0.11,6.9,1.5E-01,2.3E-01,1,0.00
UBXN6,-0.40,7.4,1.4E-04,5.7E-04,0,0.04
UBXN7,0.35,5.9,2.2E-03,6.4E-03,1,0.03
UCHL1,-1.28,8.9,1.1E-12,4.4E-11,0,0.43
UCHL3,-0.07,2.4,7.8E-01,8.4E-01,0,0.00
UCHL5,-0.47,5.0,1.2E-07,1.1E-06,0,0.09
UCK1,0.31,6.5,2.9E-03,8.0E-03,1,0.02
UCK2,-0.44,4.8,5.5E-05,2.6E-04,0,0.05
UCKL1,0.33,4.9,2.9E-04,1.1E-03,1,0.03
UCN,0.44,1.9,4.3E-03,1.1E-02,1,0.03
UCP2,-0.33,4.2,1.5E-01,2.3E-01,0,0.01
UCP3,1.22,1.2,1.1E-08,1.4E-07,1,0.28
UEVLD,0.12,4.4,2.2E-01,3.1E-01,1,0.00
UFC1,-0.08,6.7,2.8E-01,3.8E-01,0,0.00
UFD1L,0.18,5.6,5.6E-02,1.0E-01,1,0.01
UFL1,-0.01,5.6,8.9E-01,9.2E-01,0,0.00
UFM1,-0.14,6.2,3.5E-02,6.9E-02,0,0.01
UFSP2,-0.05,4.7,6.1E-01,7.0E-01,0,0.00
UGCG,0.01,4.6,9.4E-01,9.6E-01,1,0.00
UGDH,0.48,4.1,1.3E-03,4.0E-03,1,0.04
UGGT1,0.26,5.9,6.0E-03,1.5E-02,1,0.02
UGGT2,0.02,3.5,9.5E-01,9.7E-01,1,0.00
UGP2,-0.18,7.1,6.5E-02,1.2E-01,0,0.01
UGT8,0.48,8.2,2.0E-02,4.2E-02,1,0.02
UHMK1,-0.33,6.7,4.1E-03,1.1E-02,0,0.02
UHRF1BP1,0.02,4.3,9.1E-01,9.4E-01,1,0.00
UHRF1BP1L,-0.37,5.3,4.6E-03,1.2E-02,0,0.02
UHRF2,0.60,5.0,4.7E-09,6.5E-08,1,0.14
UIMC1,0.76,4.8,1.3E-13,7.3E-12,1,0.25
ULBP1,-0.36,-0.7,3.9E-01,4.9E-01,0,0.00
ULBP2,-0.98,0.3,1.3E-03,4.1E-03,0,0.08
ULK1,-0.39,6.6,5.2E-05,2.4E-04,0,0.05
ULK2,-0.02,6.5,8.2E-01,8.7E-01,0,0.00
ULK3,-0.11,5.9,2.5E-01,3.4E-01,0,0.00
ULK4,-0.05,1.8,8.2E-01,8.7E-01,0,0.00
UMODL1,0.44,-0.3,2.7E-01,3.7E-01,1,0.01
UMPS,-0.19,3.4,1.8E-01,2.7E-01,0,0.00
UNC119,-0.08,5.6,4.6E-01,5.6E-01,0,0.00
UNC119B,0.40,6.2,1.2E-04,5.2E-04,1,0.04
UNC13A,-1.89,6.8,2.7E-18,1.3E-15,0,0.63
UNC13B,0.41,6.3,1.8E-05,9.7E-05,1,0.06
UNC13C,-0.81,5.5,7.3E-04,2.4E-03,0,0.07
UNC13D,0.45,3.7,1.1E-02,2.6E-02,1,0.02
UNC45A,0.33,5.8,5.0E-03,1.3E-02,1,0.02
UNC50,-0.05,5.2,4.7E-01,5.7E-01,0,0.00
UNC5A,-1.29,6.2,1.2E-08,1.5E-07,0,0.29
UNC5B,0.20,7.1,9.8E-02,1.6E-01,1,0.01
UNC5C,0.02,5.9,8.8E-01,9.1E-01,1,0.00
UNC5CL,0.50,0.9,1.2E-01,2.0E-01,1,0.01
UNC5D,-2.03,1.7,9.9E-16,1.4E-13,0,0.68
UNC79,-1.05,4.3,6.4E-14,4.0E-12,0,0.35
UNC80,-1.43,5.4,8.8E-14,5.3E-12,0,0.48
UNC93B1,0.15,3.8,3.9E-01,4.9E-01,1,0.00
UNG,0.13,5.6,3.6E-01,4.6E-01,1,0.00
UNK,0.16,4.8,6.1E-02,1.1E-01,1,0.01
UNKL,-0.20,5.1,4.9E-02,9.0E-02,0,0.01
UPB1,0.92,0.2,9.7E-03,2.3E-02,1,0.05
UPF1,-0.01,7.2,9.3E-01,9.5E-01,0,0.00
UPF2,0.51,6.1,2.6E-07,2.2E-06,1,0.10
UPF3A,0.16,5.3,1.8E-01,2.6E-01,1,0.00
UPP1,0.68,4.8,2.8E-07,2.4E-06,1,0.13
UPP2,-0.51,2.1,1.5E-02,3.3E-02,0,0.03
UQCC1,-0.45,5.7,1.1E-06,7.9E-06,0,0.08
UQCC2,-0.08,5.8,4.2E-01,5.2E-01,0,0.00
UQCR10,-0.46,6.7,5.2E-06,3.2E-05,0,0.07
UQCR11,-0.02,7.2,8.7E-01,9.1E-01,0,0.00
UQCRB,-0.06,8.1,4.8E-01,5.8E-01,0,0.00
UQCRC1,-0.55,7.2,2.0E-07,1.8E-06,0,0.11
UQCRC2,-0.72,7.3,6.5E-16,9.9E-14,0,0.24
UQCRFS1,-0.35,5.9,4.6E-05,2.2E-04,0,0.04
UQCRH,-0.50,6.9,2.2E-06,1.5E-05,0,0.08
UQCRQ,-0.30,6.8,4.3E-03,1.1E-02,0,0.02
URB1,0.03,5.7,7.5E-01,8.2E-01,1,0.00
URB2,-0.01,3.6,9.3E-01,9.5E-01,0,0.00
URGCP,-0.37,5.7,3.5E-07,2.9E-06,0,0.07
URI1,0.48,6.3,2.0E-07,1.8E-06,1,0.09
URM1,-0.21,6.1,2.6E-02,5.3E-02,0,0.01
UROD,-0.36,6.2,1.3E-05,7.0E-05,0,0.05
UROS,-0.43,6.2,2.5E-03,7.2E-03,0,0.03
USB1,-0.18,5.5,3.3E-02,6.6E-02,0,0.01
USE1,-0.01,5.3,9.1E-01,9.4E-01,0,0.00
USF1,0.09,6.0,2.6E-01,3.5E-01,1,0.00
USF2,0.24,8.1,8.5E-03,2.0E-02,1,0.01
USH1C,-0.15,5.1,3.7E-01,4.7E-01,0,0.00
USHBP1,0.91,3.5,1.3E-05,7.2E-05,1,0.13
USMG5,-0.32,6.2,2.0E-03,5.9E-03,0,0.02
USO1,0.06,6.1,5.8E-01,6.8E-01,1,0.00
USP1,0.41,5.2,1.9E-05,1.0E-04,1,0.05
USP10,-0.20,5.7,7.6E-03,1.9E-02,0,0.01
USP12,0.27,6.0,1.7E-02,3.8E-02,1,0.01
USP13,-0.36,4.1,4.1E-04,1.5E-03,0,0.03
USP14,-0.39,6.1,3.0E-06,2.0E-05,0,0.06
USP15,0.23,4.7,1.4E-02,3.1E-02,1,0.01
USP16,0.06,5.6,5.5E-01,6.4E-01,1,0.00
USP18,0.38,1.7,4.6E-02,8.5E-02,1,0.01
USP19,0.12,6.2,1.3E-01,2.0E-01,1,0.00
USP2,-0.11,4.8,2.7E-01,3.7E-01,0,0.00
USP20,-0.33,6.1,3.3E-05,1.6E-04,0,0.04
USP21,0.42,5.5,1.4E-05,7.9E-05,1,0.06
USP22,-0.32,8.1,9.0E-05,4.0E-04,0,0.04
USP24,0.26,6.4,1.3E-02,2.9E-02,1,0.01
USP25,0.02,5.3,8.6E-01,9.0E-01,1,0.00
USP28,0.42,4.1,3.5E-03,9.5E-03,1,0.03
USP3,0.37,3.9,2.3E-04,9.0E-04,1,0.04
USP30,0.01,5.3,9.1E-01,9.4E-01,1,0.00
USP31,0.83,6.0,5.7E-07,4.6E-06,1,0.15
USP32,0.06,6.3,6.3E-01,7.2E-01,1,0.00
USP33,-0.34,6.3,1.7E-04,6.7E-04,0,0.04
USP34,0.53,6.6,3.5E-04,1.3E-03,1,0.05
USP35,-0.06,4.3,6.3E-01,7.2E-01,0,0.00
USP36,0.09,5.5,2.2E-01,3.1E-01,1,0.00
USP37,0.31,3.4,8.0E-02,1.4E-01,1,0.01
USP38,0.28,4.9,2.3E-02,4.8E-02,1,0.01
USP39,0.13,5.5,1.7E-01,2.5E-01,1,0.00
USP4,-0.08,5.8,3.0E-01,4.0E-01,0,0.00
USP40,0.27,5.4,1.5E-02,3.4E-02,1,0.01
USP42,0.17,3.7,1.7E-01,2.5E-01,1,0.00
USP43,0.40,2.6,1.0E-01,1.7E-01,1,0.01
USP44,0.47,0.4,1.0E-01,1.7E-01,1,0.01
USP45,0.20,3.0,2.1E-01,3.0E-01,1,0.00
USP46,0.10,6.7,3.3E-01,4.3E-01,1,0.00
USP47,0.24,7.4,1.9E-03,5.5E-03,1,0.02
USP48,0.00,5.9,9.6E-01,9.7E-01,1,0.00
USP49,0.38,3.9,5.7E-03,1.4E-02,1,0.02
USP5,-0.61,7.1,1.3E-10,2.8E-09,0,0.17
USP53,0.73,5.0,1.3E-05,7.4E-05,1,0.10
USP54,0.66,8.3,2.6E-05,1.3E-04,1,0.08
USP6,0.07,0.8,9.0E-01,9.3E-01,1,0.00
USP6NL,0.25,4.3,1.4E-02,3.2E-02,1,0.01
USP7,-0.13,7.0,6.1E-02,1.1E-01,0,0.00
USP8,0.07,5.7,4.4E-01,5.4E-01,1,0.00
USPL1,0.53,4.5,1.3E-03,4.0E-03,1,0.04
UST,0.20,4.8,8.3E-02,1.4E-01,1,0.01
UTP11L,-0.27,4.6,1.5E-03,4.7E-03,0,0.02
UTP14C,0.15,5.1,1.4E-01,2.2E-01,1,0.00
UTP15,-0.02,2.5,9.5E-01,9.6E-01,0,0.00
UTP18,-0.16,4.6,4.5E-02,8.5E-02,0,0.01
UTP20,0.13,4.5,2.1E-01,3.0E-01,1,0.00
UTP23,-0.11,3.6,3.4E-01,4.4E-01,0,0.00
UTP3,-0.24,4.2,8.3E-03,2.0E-02,0,0.01
UTP6,0.13,4.7,1.4E-01,2.2E-01,1,0.00
UTRN,0.86,6.9,1.7E-06,1.2E-05,1,0.14
UVRAG,0.17,5.2,6.6E-02,1.2E-01,1,0.01
UVSSA,0.42,3.0,2.6E-02,5.4E-02,1,0.02
UXS1,-0.06,5.2,5.4E-01,6.3E-01,0,0.00
VAC14,-0.41,5.8,1.0E-06,7.6E-06,0,0.07
VAMP1,-1.06,5.2,2.1E-13,1.1E-11,0,0.35
VAMP2,-0.63,8.6,8.0E-08,7.9E-07,0,0.13
VAMP3,0.23,7.2,1.2E-02,2.8E-02,1,0.01
VAMP4,-0.26,5.0,2.6E-03,7.2E-03,0,0.02
VAMP5,0.52,5.6,1.2E-03,3.7E-03,1,0.04
VAMP8,0.44,4.2,7.4E-03,1.8E-02,1,0.03
VANGL1,0.50,3.2,2.1E-02,4.4E-02,1,0.02
VANGL2,0.29,5.3,1.4E-02,3.1E-02,1,0.01
VAPA,-0.13,7.3,7.8E-02,1.3E-01,0,0.00
VAPB,-0.20,6.9,6.7E-03,1.7E-02,0,0.01
VARS,-0.35,5.5,2.5E-03,7.2E-03,0,0.03
VARS2,0.10,5.4,3.4E-01,4.4E-01,1,0.00
VASH1,0.62,6.7,2.4E-06,1.6E-05,1,0.10
VASH2,-0.34,0.6,1.9E-01,2.8E-01,0,0.01
VASN,0.23,4.4,2.2E-01,3.1E-01,1,0.00
VASP,0.83,5.5,1.4E-08,1.6E-07,1,0.19
VAT1,0.65,7.5,3.0E-12,1.1E-10,1,0.22
VAT1L,-1.16,5.1,1.9E-08,2.2E-07,0,0.26
VAV1,-0.02,3.5,8.9E-01,9.2E-01,0,0.00
VAV2,-0.22,4.4,1.4E-02,3.2E-02,0,0.01
VAV3,-0.24,2.3,2.7E-01,3.6E-01,0,0.00
VAX1,0.21,0.8,5.6E-01,6.5E-01,1,0.00
VAX2,0.02,0.9,9.6E-01,9.7E-01,1,0.00
VCAM1,0.48,3.9,1.0E-01,1.7E-01,1,0.01
VCAN,0.55,7.4,4.7E-04,1.7E-03,1,0.05
VCL,0.88,6.7,3.0E-03,8.2E-03,1,0.06
VCP,-0.27,8.0,3.9E-05,1.9E-04,0,0.03
VCPIP1,-0.02,4.8,8.6E-01,9.0E-01,0,0.00
VCPKMT,-0.84,2.5,1.1E-05,6.5E-05,0,0.12
VDAC1,-0.84,7.3,7.6E-13,3.3E-11,0,0.28
VDAC2,-0.34,6.1,1.1E-04,4.6E-04,0,0.04
VDAC3,-0.91,6.7,7.7E-21,1.1E-17,0,0.30
VDR,0.59,-0.3,5.6E-02,1.0E-01,1,0.02
VEGFA,0.18,5.7,5.4E-01,6.4E-01,1,0.00
VEGFB,0.43,7.0,8.3E-06,4.9E-05,1,0.06
VEGFC,0.58,2.2,4.3E-03,1.1E-02,1,0.04
VENTX,0.46,1.4,7.9E-02,1.4E-01,1,0.01
VEZF1,0.75,6.4,4.1E-10,7.5E-09,1,0.20
VEZT,-0.26,5.4,3.2E-03,8.8E-03,0,0.02
VGF,-2.25,3.5,9.0E-19,5.5E-16,0,0.75
VGLL3,0.72,2.8,1.5E-01,2.3E-01,1,0.02
VGLL4,0.53,5.2,1.5E-05,8.3E-05,1,0.07
VHL,-0.12,5.0,2.3E-01,3.2E-01,0,0.00
VILL,-0.41,4.2,2.1E-02,4.5E-02,0,0.02
VIM,0.80,9.0,1.8E-03,5.4E-03,1,0.06
VIMP,0.13,5.5,2.4E-01,3.4E-01,1,0.00
VIP,-1.54,2.8,9.5E-11,2.1E-09,0,0.45
VIPAS39,-0.32,4.4,2.1E-04,8.3E-04,0,0.03
VIPR1,-0.15,3.8,5.5E-01,6.5E-01,0,0.00
VIPR2,-0.36,1.7,1.7E-01,2.5E-01,0,0.01
VIT,0.59,0.6,2.1E-01,3.0E-01,1,0.01
VKORC1,0.14,4.1,2.5E-01,3.5E-01,1,0.00
VKORC1L1,-0.15,5.8,5.0E-02,9.2E-02,0,0.01
VLDLR,-0.19,5.0,1.6E-01,2.4E-01,0,0.00
VMAC,0.34,2.2,2.4E-02,5.0E-02,1,0.01
VMO1,0.30,1.3,2.0E-01,2.9E-01,1,0.01
VMP1,-0.18,5.8,1.6E-02,3.6E-02,0,0.01
VN1R1,0.22,0.7,4.8E-01,5.8E-01,1,0.00
VNN1,0.66,0.2,9.7E-02,1.6E-01,1,0.02
VNN2,0.89,2.1,6.2E-02,1.1E-01,1,0.03
VOPP1,0.15,5.7,9.9E-02,1.6E-01,1,0.00
VPRBP,0.37,5.2,1.5E-04,6.2E-04,1,0.04
VPS11,-0.35,6.2,1.7E-06,1.2E-05,0,0.06
VPS13A,-0.13,4.7,5.0E-01,6.0E-01,0,0.00
VPS13B,-0.09,5.4,3.7E-01,4.7E-01,0,0.00
VPS13C,0.35,6.1,6.3E-03,1.6E-02,1,0.02
VPS13D,0.03,7.1,8.0E-01,8.5E-01,1,0.00
VPS16,-0.26,4.9,1.8E-03,5.5E-03,0,0.02
VPS18,-0.30,5.2,2.0E-04,7.7E-04,0,0.03
VPS25,-0.37,4.6,1.3E-04,5.3E-04,0,0.04
VPS26A,0.25,5.9,9.9E-04,3.2E-03,1,0.02
VPS26B,-0.42,6.9,4.7E-07,3.8E-06,0,0.08
VPS28,-0.20,6.7,8.0E-02,1.4E-01,0,0.01
VPS29,-0.26,5.5,2.6E-03,7.4E-03,0,0.02
VPS33A,-0.19,4.4,6.6E-02,1.2E-01,0,0.01
VPS33B,-0.77,4.1,6.0E-11,1.4E-09,0,0.23
VPS35,-0.33,7.0,1.3E-03,4.0E-03,0,0.03
VPS36,-0.39,5.0,3.1E-04,1.2E-03,0,0.04
VPS37A,0.01,5.1,8.7E-01,9.1E-01,1,0.00
VPS37B,-0.13,5.4,1.7E-01,2.5E-01,0,0.00
VPS37C,0.17,5.2,6.9E-02,1.2E-01,1,0.01
VPS37D,-0.03,3.5,8.2E-01,8.7E-01,0,0.00
VPS39,-0.38,7.0,1.7E-06,1.2E-05,0,0.06
VPS41,-0.17,6.6,5.0E-02,9.2E-02,0,0.01
VPS45,-0.26,5.7,2.2E-03,6.5E-03,0,0.02
